YEAR,EFFORT_NO,LENGTH_MILLIMETERS,WEIGHT_KILOGRAMS,GIRTH_MILLIMETERS,POT_TREATMENT_CODE,POT_TREATMENT
2019,4,530,NA,NA,99,Control (no ring)
2019,4,630,NA,NA,99,Control (no ring)
2019,4,510,NA,NA,99,Control (no ring)
2019,4,460,NA,NA,99,Control (no ring)
2019,4,490,NA,NA,99,Control (no ring)
2019,4,530,NA,NA,02,3.5 inch ring
2019,4,590,NA,NA,02,3.5 inch ring
2019,4,600,NA,NA,02,3.5 inch ring
2019,4,520,NA,NA,02,3.5 inch ring
2019,4,520,NA,NA,02,3.5 inch ring
2019,4,710,NA,NA,02,3.5 inch ring
2019,4,580,NA,NA,02,3.5 inch ring
2019,4,620,NA,NA,02,3.5 inch ring
2019,4,560,NA,NA,02,3.5 inch ring
2019,4,500,NA,NA,02,3.5 inch ring
2019,4,570,NA,NA,02,3.5 inch ring
2019,4,520,NA,NA,02,3.5 inch ring
2019,4,580,NA,NA,02,3.5 inch ring
2019,4,590,NA,NA,02,3.5 inch ring
2019,4,600,NA,NA,02,3.5 inch ring
2019,4,530,NA,NA,02,3.5 inch ring
2019,4,580,NA,NA,02,3.5 inch ring
2019,4,590,NA,NA,02,3.5 inch ring
2019,4,620,NA,NA,02,3.5 inch ring
2019,4,560,NA,NA,02,3.5 inch ring
2019,4,510,NA,NA,02,3.5 inch ring
2019,4,620,NA,NA,02,3.5 inch ring
2019,4,530,NA,NA,02,3.5 inch ring
2019,4,550,NA,NA,02,3.5 inch ring
2019,4,540,NA,NA,02,3.5 inch ring
2019,4,450,NA,NA,02,3.5 inch ring
2019,4,450,NA,NA,02,3.5 inch ring
2019,4,520,NA,NA,02,3.5 inch ring
2019,4,520,NA,NA,02,3.5 inch ring
2019,4,510,NA,NA,NA,NA
2019,4,500,NA,NA,NA,NA
2019,4,500,NA,NA,NA,NA
2019,4,660,NA,NA,NA,NA
2019,4,670,NA,NA,NA,NA
2019,4,480,NA,NA,NA,NA
2019,4,510,NA,NA,NA,NA
2019,4,740,NA,NA,NA,NA
2019,4,740,NA,NA,NA,NA
2019,4,600,NA,NA,NA,NA
2019,4,490,NA,NA,NA,NA
2019,4,NA,NA,NA,NA,NA
2019,4,NA,NA,NA,NA,NA
2019,4,NA,NA,NA,NA,NA
2019,4,530,NA,NA,NA,NA
2019,4,530,NA,NA,NA,NA
2019,4,750,NA,NA,NA,NA
2019,4,600,NA,NA,NA,NA
2019,4,560,NA,NA,NA,NA
2019,4,570,NA,NA,NA,NA
2019,4,470,NA,NA,NA,NA
2019,4,660,NA,NA,NA,NA
2019,4,500,NA,NA,NA,NA
2019,5,610,2.5100000000000002,300,00,4 inch ring
2019,5,640,3.1,330,00,4 inch ring
2019,5,670,3.54,340,00,4 inch ring
2019,5,510,1.44,245,00,4 inch ring
2019,5,450,1.07,220,00,4 inch ring
2019,5,560,2.2,295,00,4 inch ring
2019,5,500,1.45,250,00,4 inch ring
2019,5,510,1.44,250,00,4 inch ring
2019,5,530,1.74,260,00,4 inch ring
2019,5,600,2.45,295,00,4 inch ring
2019,5,510,1.46,245,00,4 inch ring
2019,5,570,2.09,280,00,4 inch ring
2019,5,470,1.1300000000000001,220,00,4 inch ring
2019,5,500,NA,NA,00,4 inch ring
2019,5,550,NA,NA,00,4 inch ring
2019,5,540,NA,NA,00,4 inch ring
2019,5,490,1.27,240,00,4 inch ring
2019,5,580,2.42,300,01,3.75 inch ring
2019,5,570,2,285,01,3.75 inch ring
2019,5,600,NA,NA,01,3.75 inch ring
2019,5,590,NA,NA,01,3.75 inch ring
2019,5,450,1.06,215,01,3.75 inch ring
2019,5,510,NA,NA,01,3.75 inch ring
2019,5,580,NA,NA,01,3.75 inch ring
2019,5,530,NA,NA,01,3.75 inch ring
2019,5,530,NA,NA,01,3.75 inch ring
2019,5,480,1.18,220,01,3.75 inch ring
2019,5,540,NA,NA,01,3.75 inch ring
2019,5,560,NA,NA,01,3.75 inch ring
2019,5,460,NA,NA,01,3.75 inch ring
2019,5,630,2.7600000000000002,320,02,3.5 inch ring
2019,5,550,NA,NA,02,3.5 inch ring
2019,5,560,NA,NA,02,3.5 inch ring
2019,5,500,NA,NA,02,3.5 inch ring
2019,5,530,NA,NA,02,3.5 inch ring
2019,5,590,NA,NA,02,3.5 inch ring
2019,5,550,NA,NA,02,3.5 inch ring
2019,5,550,NA,NA,02,3.5 inch ring
2019,5,470,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,560,NA,NA,02,3.5 inch ring
2019,5,590,NA,NA,02,3.5 inch ring
2019,5,520,NA,NA,02,3.5 inch ring
2019,5,570,NA,NA,02,3.5 inch ring
2019,5,610,2.14,275,02,3.5 inch ring
2019,5,530,NA,NA,02,3.5 inch ring
2019,5,530,NA,NA,02,3.5 inch ring
2019,5,480,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,480,NA,NA,02,3.5 inch ring
2019,5,610,2.46,290,02,3.5 inch ring
2019,5,590,NA,NA,02,3.5 inch ring
2019,5,500,NA,NA,02,3.5 inch ring
2019,5,510,NA,NA,02,3.5 inch ring
2019,5,530,NA,NA,02,3.5 inch ring
2019,5,470,NA,NA,02,3.5 inch ring
2019,5,450,NA,NA,02,3.5 inch ring
2019,5,470,NA,NA,02,3.5 inch ring
2019,5,510,NA,NA,02,3.5 inch ring
2019,5,550,NA,NA,02,3.5 inch ring
2019,5,510,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
2019,5,470,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,470,NA,NA,99,Control (no ring)
2019,5,610,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,590,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,600,NA,NA,99,Control (no ring)
2019,5,630,NA,NA,99,Control (no ring)
2019,5,630,NA,NA,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,580,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,420,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,470,NA,NA,99,Control (no ring)
2019,5,450,NA,NA,99,Control (no ring)
2019,5,470,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,450,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,470,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,450,NA,NA,99,Control (no ring)
2019,5,460,NA,NA,99,Control (no ring)
2019,5,640,NA,NA,00,4 inch ring
2019,5,610,NA,NA,00,4 inch ring
2019,5,510,NA,NA,00,4 inch ring
2019,5,590,NA,NA,00,4 inch ring
2019,5,560,NA,NA,00,4 inch ring
2019,5,610,NA,NA,00,4 inch ring
2019,5,500,NA,NA,00,4 inch ring
2019,5,630,NA,NA,00,4 inch ring
2019,5,550,NA,NA,00,4 inch ring
2019,5,590,NA,NA,00,4 inch ring
2019,5,590,NA,NA,00,4 inch ring
2019,5,500,NA,NA,00,4 inch ring
2019,5,530,NA,NA,00,4 inch ring
2019,5,570,NA,NA,00,4 inch ring
2019,5,460,NA,NA,00,4 inch ring
2019,5,470,NA,NA,00,4 inch ring
2019,5,630,NA,NA,00,4 inch ring
2019,5,510,NA,NA,00,4 inch ring
2019,5,560,NA,NA,00,4 inch ring
2019,5,490,NA,NA,00,4 inch ring
2019,5,510,NA,NA,00,4 inch ring
2019,5,460,NA,NA,00,4 inch ring
2019,5,530,NA,NA,00,4 inch ring
2019,5,490,NA,NA,00,4 inch ring
2019,5,480,NA,NA,01,3.75 inch ring
2019,5,570,NA,NA,01,3.75 inch ring
2019,5,570,NA,NA,01,3.75 inch ring
2019,5,490,NA,NA,01,3.75 inch ring
2019,5,520,NA,NA,01,3.75 inch ring
2019,5,490,NA,NA,01,3.75 inch ring
2019,5,460,NA,NA,01,3.75 inch ring
2019,5,460,NA,NA,01,3.75 inch ring
2019,5,530,NA,NA,01,3.75 inch ring
2019,5,490,NA,NA,01,3.75 inch ring
2019,5,470,NA,NA,01,3.75 inch ring
2019,5,460,NA,NA,01,3.75 inch ring
2019,5,610,NA,NA,02,3.5 inch ring
2019,5,560,NA,NA,02,3.5 inch ring
2019,5,580,NA,NA,02,3.5 inch ring
2019,5,580,NA,NA,02,3.5 inch ring
2019,5,460,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,650,NA,NA,02,3.5 inch ring
2019,5,590,NA,NA,02,3.5 inch ring
2019,5,590,NA,NA,02,3.5 inch ring
2019,5,570,NA,NA,02,3.5 inch ring
2019,5,610,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,560,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,550,NA,NA,02,3.5 inch ring
2019,5,550,NA,NA,02,3.5 inch ring
2019,5,590,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,520,NA,NA,02,3.5 inch ring
2019,5,570,NA,NA,02,3.5 inch ring
2019,5,590,NA,NA,02,3.5 inch ring
2019,5,570,NA,NA,02,3.5 inch ring
2019,5,530,NA,NA,02,3.5 inch ring
2019,5,530,NA,NA,02,3.5 inch ring
2019,5,560,NA,NA,02,3.5 inch ring
2019,5,510,NA,NA,02,3.5 inch ring
2019,5,460,NA,NA,02,3.5 inch ring
2019,5,470,NA,NA,02,3.5 inch ring
2019,5,570,NA,NA,99,Control (no ring)
2019,5,580,NA,NA,99,Control (no ring)
2019,5,620,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,590,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,590,NA,NA,99,Control (no ring)
2019,5,580,NA,NA,99,Control (no ring)
2019,5,620,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,590,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,470,NA,NA,99,Control (no ring)
2019,5,660,2.79,300,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,640,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,600,NA,NA,99,Control (no ring)
2019,5,600,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,590,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,650,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,600,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,600,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
2019,5,580,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,470,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,470,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,470,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,460,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,600,NA,NA,00,4 inch ring
2019,5,500,NA,NA,00,4 inch ring
2019,5,530,NA,NA,00,4 inch ring
2019,5,490,NA,NA,00,4 inch ring
2019,5,510,NA,NA,00,4 inch ring
2019,5,530,NA,NA,00,4 inch ring
2019,5,530,NA,NA,00,4 inch ring
2019,5,490,NA,NA,00,4 inch ring
2019,5,480,NA,NA,00,4 inch ring
2019,5,560,NA,NA,01,3.75 inch ring
2019,5,640,NA,NA,01,3.75 inch ring
2019,5,510,NA,NA,01,3.75 inch ring
2019,5,620,NA,NA,01,3.75 inch ring
2019,5,550,NA,NA,01,3.75 inch ring
2019,5,510,NA,NA,01,3.75 inch ring
2019,5,590,NA,NA,01,3.75 inch ring
2019,5,550,NA,NA,01,3.75 inch ring
2019,5,540,NA,NA,01,3.75 inch ring
2019,5,560,NA,NA,01,3.75 inch ring
2019,5,470,NA,NA,01,3.75 inch ring
2019,5,520,NA,NA,01,3.75 inch ring
2019,5,510,NA,NA,01,3.75 inch ring
2019,5,500,NA,NA,01,3.75 inch ring
2019,5,490,NA,NA,01,3.75 inch ring
2019,5,470,NA,NA,01,3.75 inch ring
2019,5,520,NA,NA,01,3.75 inch ring
2019,5,460,NA,NA,01,3.75 inch ring
2019,5,600,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,590,NA,NA,02,3.5 inch ring
2019,5,640,NA,NA,02,3.5 inch ring
2019,5,770,4.69,370,02,3.5 inch ring
2019,5,590,NA,NA,02,3.5 inch ring
2019,5,550,NA,NA,02,3.5 inch ring
2019,5,650,NA,NA,02,3.5 inch ring
2019,5,600,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,600,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,500,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,570,NA,NA,02,3.5 inch ring
2019,5,590,NA,NA,02,3.5 inch ring
2019,5,530,NA,NA,02,3.5 inch ring
2019,5,450,NA,NA,02,3.5 inch ring
2019,5,470,NA,NA,02,3.5 inch ring
2019,5,580,NA,NA,02,3.5 inch ring
2019,5,470,NA,NA,02,3.5 inch ring
2019,5,500,NA,NA,02,3.5 inch ring
2019,5,480,NA,NA,02,3.5 inch ring
2019,5,520,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,620,NA,NA,99,Control (no ring)
2019,5,600,NA,NA,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
2019,5,470,NA,NA,99,Control (no ring)
2019,5,650,NA,NA,99,Control (no ring)
2019,5,640,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
2019,5,620,NA,NA,99,Control (no ring)
2019,5,620,NA,NA,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
2019,5,630,NA,NA,99,Control (no ring)
2019,5,460,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,580,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,610,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,580,NA,NA,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
2019,5,590,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,620,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,420,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,450,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,00,4 inch ring
2019,5,500,NA,NA,00,4 inch ring
2019,5,600,NA,NA,00,4 inch ring
2019,5,510,NA,NA,00,4 inch ring
2019,5,460,NA,NA,00,4 inch ring
2019,5,490,NA,NA,00,4 inch ring
2019,5,490,NA,NA,00,4 inch ring
2019,5,510,NA,NA,00,4 inch ring
2019,5,500,NA,NA,00,4 inch ring
2019,5,480,NA,NA,00,4 inch ring
2019,5,470,NA,NA,00,4 inch ring
2019,5,560,NA,NA,00,4 inch ring
2019,5,580,NA,NA,01,3.75 inch ring
2019,5,520,NA,NA,01,3.75 inch ring
2019,5,620,NA,NA,01,3.75 inch ring
2019,5,680,3.11,315,01,3.75 inch ring
2019,5,560,NA,NA,01,3.75 inch ring
2019,5,570,NA,NA,01,3.75 inch ring
2019,5,450,NA,NA,01,3.75 inch ring
2019,5,550,NA,NA,01,3.75 inch ring
2019,5,630,NA,NA,01,3.75 inch ring
2019,5,490,NA,NA,01,3.75 inch ring
2019,5,480,NA,NA,01,3.75 inch ring
2019,5,490,NA,NA,01,3.75 inch ring
2019,5,480,NA,NA,01,3.75 inch ring
2019,5,550,NA,NA,01,3.75 inch ring
2019,5,560,NA,NA,01,3.75 inch ring
2019,5,560,NA,NA,02,3.5 inch ring
2019,5,580,NA,NA,02,3.5 inch ring
2019,5,630,NA,NA,02,3.5 inch ring
2019,5,490,NA,NA,02,3.5 inch ring
2019,5,610,NA,NA,02,3.5 inch ring
2019,5,650,NA,NA,02,3.5 inch ring
2019,5,580,NA,NA,02,3.5 inch ring
2019,5,530,NA,NA,02,3.5 inch ring
2019,5,550,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,780,4.93,380,02,3.5 inch ring
2019,5,620,NA,NA,02,3.5 inch ring
2019,5,600,NA,NA,02,3.5 inch ring
2019,5,520,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,570,NA,NA,02,3.5 inch ring
2019,5,560,NA,NA,02,3.5 inch ring
2019,5,550,NA,NA,02,3.5 inch ring
2019,5,590,NA,NA,02,3.5 inch ring
2019,5,480,NA,NA,02,3.5 inch ring
2019,5,490,NA,NA,02,3.5 inch ring
2019,5,500,NA,NA,02,3.5 inch ring
2019,5,610,NA,NA,02,3.5 inch ring
2019,5,480,NA,NA,02,3.5 inch ring
2019,5,500,NA,NA,02,3.5 inch ring
2019,5,480,NA,NA,02,3.5 inch ring
2019,5,580,NA,NA,02,3.5 inch ring
2019,5,490,NA,NA,02,3.5 inch ring
2019,5,600,NA,NA,99,Control (no ring)
2019,5,600,NA,NA,99,Control (no ring)
2019,5,670,3.42,330,99,Control (no ring)
2019,5,580,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,590,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,580,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,670,3.17,305,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
2019,5,630,NA,NA,99,Control (no ring)
2019,5,500,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,610,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,660,NA,NA,99,Control (no ring)
2019,5,630,NA,NA,99,Control (no ring)
2019,5,460,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,470,NA,NA,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
2019,5,560,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,610,NA,NA,99,Control (no ring)
2019,5,520,NA,NA,99,Control (no ring)
2019,5,530,NA,NA,99,Control (no ring)
2019,5,540,NA,NA,99,Control (no ring)
2019,5,480,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,490,NA,NA,99,Control (no ring)
2019,5,470,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,00,4 inch ring
2019,5,570,NA,NA,00,4 inch ring
2019,5,540,NA,NA,00,4 inch ring
2019,5,520,NA,NA,00,4 inch ring
2019,5,620,NA,NA,00,4 inch ring
2019,5,540,NA,NA,00,4 inch ring
2019,5,600,NA,NA,00,4 inch ring
2019,5,510,NA,NA,00,4 inch ring
2019,5,540,NA,NA,00,4 inch ring
2019,5,520,NA,NA,00,4 inch ring
2019,5,510,NA,NA,00,4 inch ring
2019,5,500,NA,NA,00,4 inch ring
2019,5,530,NA,NA,00,4 inch ring
2019,5,510,NA,NA,00,4 inch ring
2019,5,510,NA,NA,00,4 inch ring
2019,5,460,NA,NA,00,4 inch ring
2019,5,470,NA,NA,00,4 inch ring
2019,5,490,NA,NA,00,4 inch ring
2019,5,730,3.74,325,01,3.75 inch ring
2019,5,630,NA,NA,01,3.75 inch ring
2019,5,550,NA,NA,01,3.75 inch ring
2019,5,710,3.75,325,01,3.75 inch ring
2019,5,700,NA,NA,01,3.75 inch ring
2019,5,520,NA,NA,01,3.75 inch ring
2019,5,600,NA,NA,01,3.75 inch ring
2019,5,570,NA,NA,01,3.75 inch ring
2019,5,560,NA,NA,01,3.75 inch ring
2019,5,580,NA,NA,01,3.75 inch ring
2019,5,570,NA,NA,01,3.75 inch ring
2019,5,590,NA,NA,01,3.75 inch ring
2019,5,510,NA,NA,01,3.75 inch ring
2019,5,500,NA,NA,01,3.75 inch ring
2019,5,480,NA,NA,01,3.75 inch ring
2019,5,460,NA,NA,01,3.75 inch ring
2019,5,600,NA,NA,02,3.5 inch ring
2019,5,590,NA,NA,02,3.5 inch ring
2019,5,740,4.55,380,02,3.5 inch ring
2019,5,570,NA,NA,02,3.5 inch ring
2019,5,610,NA,NA,02,3.5 inch ring
2019,5,630,NA,NA,02,3.5 inch ring
2019,5,550,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,520,NA,NA,02,3.5 inch ring
2019,5,700,NA,NA,02,3.5 inch ring
2019,5,560,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,540,NA,NA,02,3.5 inch ring
2019,5,460,NA,NA,02,3.5 inch ring
2019,5,510,NA,NA,02,3.5 inch ring
2019,5,500,NA,NA,02,3.5 inch ring
2019,5,520,NA,NA,02,3.5 inch ring
2019,5,530,NA,NA,02,3.5 inch ring
2019,5,460,NA,NA,02,3.5 inch ring
2019,5,560,NA,NA,02,3.5 inch ring
2019,5,570,NA,NA,02,3.5 inch ring
2019,5,500,NA,NA,02,3.5 inch ring
2019,5,470,NA,NA,02,3.5 inch ring
2019,5,490,NA,NA,99,Control (no ring)
2019,5,580,NA,NA,99,Control (no ring)
2019,5,610,NA,NA,99,Control (no ring)
2019,5,510,NA,NA,99,Control (no ring)
2019,5,650,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,570,NA,NA,99,Control (no ring)
2019,5,550,NA,NA,99,Control (no ring)
