mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat,valid,Q5,Q50,Q95,MCSE_Q2.5,MCSE_Q25,MCSE_Q50,MCSE_Q75,MCSE_Q97.5,MCSE_SD,Bulk_ESS,Tail_ESS
-0.9236988915317978,0.005170097530507109,0.27215469467392395,-1.4812041123998267,-1.1045985591350798,-0.9139576390227204,-0.7388812817710633,-0.3983665572090206,2749,1.0015840777426144,1,-1.3876973607849463,-0.9139576390227204,-0.48318675009888423,0.008635916038164382,0.005599386357578062,0.006178259908450112,0.0060031747061333185,0.009711382246714528,0.003656195894249852,2767,4018
1.7619615468076375,0.003891338859570618,0.1968595286274553,1.3768960437035849,1.629699552471108,1.7608403924900666,1.89593831973706,2.1464569780964693,2542,1.0017396717437712,1,1.4389095807879744,1.7608403924900666,2.083395035843527,0.008033508720060478,0.0042072020000127885,0.004267154076407209,0.005445524062238416,0.007300432474696805,0.0027692299816828377,2555,3518
-0.8349778747275066,0.0056138936072087885,0.3809575074070983,-1.6613581787506924,-1.069392817365657,-0.8061275978476172,-0.5696924098904648,-0.16545935161100106,4552,1.0006348255254633,1,-1.5070044043055324,-0.8061275978476172,-0.26691650613590306,0.01900540640253201,0.00610432662362026,0.005315069069431466,0.006366048763610799,0.012994524199331448,0.004327786025012445,4801,4060
-0.652163924237341,0.005272741654152956,0.27763177170780157,-1.2116906831169878,-0.8387534748574688,-0.6461463408343806,-0.45441498956792525,-0.12349761313628708,2776,1.0014091549498125,1,-1.1116032688088127,-0.6461463408343806,-0.2101253002809177,0.015744310720020582,0.005872051603979855,0.005004892990214671,0.007191370089968618,0.00908735804280747,0.003728783680163881,2768,3655
-1.763444109138133,0.006544057029911281,0.4163472937156733,-2.6586314011917356,-2.0186076553901167,-1.7381931023295452,-1.4685117119648436,-1.0219253285807166,4006,1.0018247077404032,1,-2.494437050931621,-1.7381931023295452,-1.1215930400556984,0.01977166840363309,0.007065995343916942,0.0066981257208198475,0.00854259113828526,0.01268438735183941,0.004746869929237272,4171,4025
-0.6732095967779866,0.006808512914475451,0.43218993460176414,-1.6372156285910793,-0.9314652376936061,-0.633789669886955,-0.3710527760475508,0.06743187719730523,3982,1.0010730012846656,1,-1.4464930795501911,-0.633789669886955,-0.04013267888378814,0.02959398126521684,0.010058777525912,0.005898576488884366,0.006215525166868741,0.011069300598517628,0.005596072174701786,4458,3775
-0.37734614157116775,0.0048997774139149545,0.2623437318156832,-0.9229145354511763,-0.5444719751258416,-0.3671543130534012,-0.19974960035759093,0.1225896002535207,2854,1.0016069267694971,1,-0.8224759119795335,-0.3671543130534012,0.04184749050220332,0.011986722606808442,0.006663634312135791,0.004745811350209461,0.005328929203270327,0.011905271935283235,0.0034650183982118153,2859,4384
-2.2868257960760663,0.008318539222053263,0.5253267956040174,-3.4292101555031076,-2.6079680340831057,-2.2402488562459784,-1.9178435352810448,-1.3815280041880502,3951,1.002817596606688,1,-3.2255407510362084,-2.2402488562459784,-1.5135621549889735,0.03481707657030153,0.013893588968132864,0.007625819407078405,0.008490677962436077,0.015369274642837993,0.006494211693755558,4591,3189
0.05602763411009116,0.0045980102593723505,0.2488405989663448,-0.44033712768882616,-0.11104340226115128,0.06027689074910425,0.2285208415448048,0.5229333887629556,2914,1.0007362882175201,1,-0.35633400637870777,0.06027689074910425,0.4531592880719624,0.012029258361394124,0.005545553629878519,0.005498657091298043,0.00553157866555809,0.008976908540833772,0.0032516080608792743,2928,4259
-2.6248609135220824,0.008364015146233347,0.523898950935929,-3.7458316667677694,-2.955494837753788,-2.591860249554271,-2.2543692396423136,-1.6952240356798283,3891,1.0007985771882337,1,-3.5219240962726457,-2.591860249554271,-1.8311153991829916,0.04554660740016203,0.012346514507666217,0.007293239849003541,0.009585246032735473,0.014949200964795573,0.00644016052053557,4374,3130
-10266.388884970058,0.07119203650650636,3.6925100282401293,-10274.659678438615,-10268.612134531695,-10266.07266501553,-10263.748386403739,-10260.249234900379,2665,1.0006998254565547,1,-10273.058460407487,-10266.07266501553,-10261.021313013005,0.18063068093488255,0.09991241581246868,0.06686256342254637,0.07188907797444699,0.08289012166096654,0.05034651549283813,2741,3790
