s50[1],s50[2],s50[3],slp[1],slp[2],slp[3],log_delta,nu[1],nu[2],nu[3],nu[4],nu[5],nu[6],nu[7],nu[8],nu[9],nu[10],nu[11],nu[12],nu[13],nu[14],nu[15],nu[16],nu[17],lp__
51.64541836157359,56.24595775432749,57.99354741115881,0.2165238922691547,0.1579785661445759,0.14696775384223792,-0.009879446480943965,0.07095548663079132,0.08647366112472188,0.1600150407193821,-1.1768720746080987,0.923928724518273,0.26240934438998753,-0.16538422018091126,-0.41947605177274916,2.081219078751582,-1.0834107362339784,-0.5712139743471214,-1.6466768705814436,-0.8390309982093953,-0.16136279004146292,-2.316641129464162,0.4663403233175414,-2.7432720084737983,-10265.356996771703
52.55181542772438,57.42910071484758,60.02674686402464,0.19309736992446888,0.18400404589206817,0.16791744552887444,-0.03260330934291833,-0.2288470564532723,-0.3060366937065826,-0.2556517903190558,-1.4859089167660846,0.4187384000459904,0.024432460297131087,-0.7323575612594366,-0.8701928503194143,1.8097666917029294,-0.58767225742492,-1.063845910774588,-2.140781983218625,-0.6033907741841018,-0.4401863093468119,-2.506726941854409,-0.02291463345933309,-2.5053816929011576,-10267.202199007057
52.82078887192845,57.10004243506012,60.263682828929475,0.19303413625490448,0.18230617053505296,0.16996190968286917,-0.027533678699216857,-0.12468994101525244,-0.2851563744273866,-0.29577030878291666,-1.4302882418925322,0.35468452856917576,0.09851611314200337,-0.7887361983330274,-1.0199162837698572,1.7607564507143403,-0.6214278844841115,-0.9091273450166142,-2.078150847548935,-0.5725177767625791,-0.3505249988563257,-2.678416410301402,0.012110345522332366,-2.6627804792887844,-10270.24947232596
52.99678188724213,56.988090528837056,60.040925541651205,0.2000423100187048,0.17448750609227662,0.1589743554276818,-0.03532394973309927,-0.01209126359707291,-0.368159010192203,-0.14824887806482945,-1.569683597574695,0.38681502200797,-0.0513600450384768,-0.534822315000226,-0.9370966892928765,1.6601022355344828,-0.7890104523215378,-0.9158210495047552,-1.9362272610440012,-0.42480476272886847,-0.3457922729671372,-2.2407479592464083,-0.02001724581685327,-2.7408711598239166,-10261.14076087256
52.92091092961548,57.30532237341399,59.188623797645256,0.2053406798656119,0.17327879484181286,0.16451038376481844,-0.05498728895528693,-0.051632405344255616,-0.2465534018644462,-0.052369716197040006,-1.8770520867078155,0.7144926603123194,-0.23139385066942353,-0.14970736407741736,-0.818336938522596,1.6795021773820862,-0.8502619083737493,-0.37845457779284697,-2.339318500327564,-0.611836971375487,-0.44138315391732075,-2.2503891889274206,-0.40651423743118187,-3.3808468481713314,-10264.550679149374
53.228916806562395,57.15497149734795,59.547544395844774,0.1928415433866785,0.17552545663273256,0.1549863259997052,-0.07693400274352769,-0.20696475839753958,-0.029116846697725407,-0.0972454852982283,-1.7264567278592766,0.35303286915142706,-0.13237641845950776,-0.29835357142233754,-1.619446904443028,1.6460584682943402,-0.6726395862088399,-1.1055734117410876,-1.2697825504327707,-0.9280180971407646,-0.7211894639769696,-2.37046311110526,0.24834376807646752,-2.0298293982009374,-10267.35725210823
51.74235959420555,56.16502117385957,59.64787353599025,0.19863961128184962,0.1700212428194312,0.1607553880821589,-0.06397816944418544,0.025676019182830245,-0.23486207092638356,0.12165506221762179,-1.2504854353312456,0.9328060318256597,-0.13935962446871386,-0.15098093604498786,-0.5993200902922808,1.749517718405694,-1.0339081027438901,-0.3243256068499356,-2.422261397908758,-0.39342875860548077,-0.2055261025878572,-2.0589500266393834,-0.4430529323733623,-3.1237197138814743,-10272.29721999978
52.90905424225715,56.73479607287284,58.786583518409465,0.2217153416080523,0.1571456093143602,0.14740897440414286,-0.07838644550483886,-0.04747126557677639,0.173548290023108,-0.048286422332058265,-1.410727284067578,0.4649238966026399,0.14995495350381027,-0.3100561794869403,-1.18958460339618,1.5577792306945462,-0.4102105767001909,-0.8536901953366165,-2.505530686591796,-0.4793862489848504,-0.8702327286316178,-2.3343052260131247,0.42510611919376995,-3.0197160152951277,-10272.286199289936
53.2680672336254,56.86451213474343,59.199423019020436,0.18530340505252446,0.18943889660681892,0.1706519801613013,-0.047001350101297135,0.05927281014219332,-0.009291048926810319,-0.13668352885869428,-1.6535392582729855,0.4536649462919682,0.002688809479069576,-0.22179567516991305,-1.082920308642107,1.5916562211520038,-1.302800906450953,-0.6696508535416799,-1.5275304269980792,-0.7605771314996961,-0.133873483317819,-1.8139347004034159,-0.10393002332813062,-2.6693085807428094,-10264.128952891877
52.88578494566343,56.441677548125625,59.04381119669051,0.21764761511998135,0.15456827453473396,0.1410348566584232,-0.08504588809826563,-0.10911857135682546,-0.11326104977788098,0.01520714304280446,-1.765054071691381,0.530196513632478,-0.212575324617017,-0.16873317315923053,-0.8422294592799249,2.01836204860329,-0.40287516859894623,-0.6120923851638125,-2.086683310043572,-0.6345278739642577,-0.72025489500475,-2.544773301103953,0.06292955757644769,-2.672908468957258,-10266.72965472442
52.53613596579417,56.16765018398184,58.582409432052465,0.1896911647640583,0.1812207833352976,0.1634151934344353,-0.022849754389675514,0.15195102624686463,0.06159695016531597,0.31773272166606414,-1.038554405178671,0.5919666430509531,0.009778100711121063,-0.008301979829063555,-0.8888845756517796,1.8175789194084668,-1.187337889542015,-0.6900969231253615,-1.6463761125230714,-0.4812732320052451,-0.24829471441772633,-2.11122192232732,0.09931996426903122,-2.572808607897551,-10261.331885985486
53.47901226793702,57.35095325896673,59.3779194643451,0.25020347298363094,0.17990642921726258,0.16398841316989737,-0.07868452644832402,0.1457246129104881,-0.35377163030136316,-0.023965698490106213,-1.910282167159516,0.3398797097357047,-0.20637626355347827,-0.3198518021560526,-1.2463965900891125,1.5380993708452468,-0.9918168217737788,-0.8448705659454365,-2.304345061034996,-1.086594007815893,-0.4753133347564411,-2.479102244242255,-0.08309967848318944,-2.420611148365084,-10264.25031890594
53.16872000191009,57.603777554938794,59.82734306646127,0.2203998405150522,0.18198012168891128,0.15186957185538258,-0.03869997963372285,0.4240897968741306,-0.4932647005945636,-0.12081938611937915,-1.901703876548364,0.4464244625388982,-0.2693018475819713,-0.26405126060526385,-1.082339450195394,1.7334337409081932,-1.1084893917667382,-1.0174016187432713,-2.2438226532898033,-1.1592264960224332,-0.3794540526938661,-3.0826225392566995,-0.044642293915066134,-1.997008926766756,-10272.855046088516
52.30927754706367,54.89590921398357,58.848754960967334,0.19563061773266385,0.15020386819795953,0.14804957584824188,-0.047789977274817375,-0.5960992484747418,0.25991026075787005,0.18197891540474664,-0.9348479734611201,0.7216805585109052,-0.11392587251698849,0.19328701158971917,-0.625887078649928,1.917872265024264,-1.1350157224483635,-0.2865649652187692,-1.1577147663220178,-0.22726375742681793,-0.37219023727329414,-1.3028584702907064,0.11922178046596166,-3.165444523804263,-10273.838414711152
52.05603220596991,57.11902647793333,58.92892026498786,0.19987159185263645,0.16446414572413107,0.14559810557392222,-0.02689230830288203,0.16221486159811338,0.0736676627769004,0.141115484941162,-1.6087085144672053,0.8142457704877204,0.24960503454932859,-0.2910272748482736,-1.1352950657686334,1.8223532480809563,-1.236353070268029,-0.5604990167126367,-2.370631628946077,-0.5301621281031501,-0.48666765441790805,-2.591660737041961,0.21933846343388108,-2.274190266633812,-10266.143499847813
52.45462832474927,56.14574527812627,58.74266199431205,0.20323217652766098,0.16800961804045425,0.16324759744004605,-0.04498437860356086,0.11462251694651471,-0.3802614454322084,0.013216054516302478,-1.3448017366831735,0.7239969638980419,0.10150820118768955,0.004149206352732193,-0.9721312140001341,1.674373136988864,-0.9162951142121916,-0.4657641856668304,-2.4741384090263963,-0.45286973264254904,-0.06596707507421051,-2.4343573622683436,0.10183229733836008,-2.518939566012982,-10262.451844921949
52.57653687397521,56.705723903948716,59.362440118725914,0.20283274531749348,0.16602557697686693,0.14000602268332127,-0.053314925467473184,-0.2671794793912161,0.2824586352391947,0.03800249084612073,-1.7323593814620821,0.46232748539924806,-0.24373062725510852,-0.2704756826581969,-1.0404038374590066,1.719920664463591,-1.5293366386025795,-0.6150149059332861,-1.0325378298130525,-0.5503798903629518,-0.2204471149927194,-2.087087767989698,-0.18410865764881912,-2.353387488467902,-10269.0823025768
52.49142792150735,56.800384634732545,59.5681350189346,0.20044689449866657,0.18255799003133386,0.150885691155139,-0.014318628555341384,-0.03821412277598668,0.08036704009969231,0.15373081881174055,-1.2141792745857516,0.6899291206978431,-0.054066391625972265,-0.12802641138646376,-1.2028582507840921,1.989656998307055,-1.358625255710054,-0.4062535024738665,-1.5894182509866948,-0.4796134354748425,-0.22401973954954357,-1.9099137875732843,0.2657215282743284,-2.4287882962403495,-10261.369914005032
53.70599453336283,58.18438711357087,60.362970036914966,0.2020563707989594,0.16669921995284329,0.15554557070121303,-0.026706771741128232,-0.2991185438429733,-0.34378348833941175,-0.24527491104786225,-1.526594212888738,0.43815960242898466,-0.22344823551794324,-0.3473982332979286,-0.6227509307968502,1.3517528549404432,-0.5486656747721463,-0.9177078404602081,-1.5500484390001965,-0.5175456707607298,-0.6304383813691246,-2.3085412652217685,-0.16873579096016922,-2.5558088152190517,-10263.957950647295
53.08850170820749,56.79332811560012,59.85191486062109,0.19537750713528015,0.17244173714608657,0.15533620616286264,-0.027653495740632028,-0.08467775176134218,-0.0779717706533738,-0.2198407130367377,-2.2618737153080035,0.5327608471788654,-0.06314140496973675,-0.21041785754710673,-0.8751169158629395,1.5163582705616774,-0.6727432833485114,-0.5135770262397603,-1.7803419452657154,-0.712353854657338,-0.23207000854718096,-2.7165897510890447,-0.4167651589418764,-2.056042851558688,-10265.054880843243
52.71787144179657,57.18688480318577,60.09439952435876,0.19486292662249835,0.18229338248266325,0.15469201413482964,-0.0167798345109178,-0.1256773644049698,-0.005021627206555301,-0.13224330330098155,-2.3362675235178756,0.6508898710405218,-0.15868152306229621,-0.11371283929481368,-0.9482606837227543,1.5374385593594528,-0.18156594029967366,-0.5120877523577283,-1.9699734391670032,-0.887044723058442,-0.28661165514350984,-2.7166790303448742,-0.4620020441020989,-1.874281558239419,-10269.7190915518
53.20857506148455,56.75233683066111,59.84191507459076,0.2014839313267996,0.16825832106530503,0.15586567536384988,-0.023252649853313656,0.1890546871327814,-0.10974295495964626,-0.006942043656897212,-2.102467908993649,0.4482807158304256,0.03190127409970955,-0.18085745644020523,-0.9897974337995628,1.7941246560734516,-1.1952201138753136,-0.42994778920262355,-1.6450377588495702,-0.28962541414410126,-0.4157563778197373,-2.909723500920639,0.2811280364376927,-3.2631923837187102,-10266.017520802052
51.89398411193997,55.41572003179473,58.50764147468285,0.19601340235818931,0.1681117211939172,0.15004322669447565,-0.09286288962832723,0.028413734808935942,-0.026869258612389757,0.06979268403611627,-1.0796198037077067,0.6034884683173258,-0.07907476613285258,-0.07133609137864116,-1.1206541045151241,1.8141900075820576,-0.39969306133836824,-0.6309618933643,-1.6680502470609526,-1.2412336480050268,-0.19035938568262623,-1.597493823875984,0.009484350227896066,-2.6756502812103666,-10262.54349278459
52.71191794337403,57.65982203402511,60.0447240064685,0.17418906324642605,0.16355410986645458,0.15845784404083765,-0.010462449991186507,-0.13881213907050594,-0.10368781270198024,-0.03897215702921475,-1.0329924270311275,0.4845696909606474,-0.2457711985064348,-0.12895538190879563,-1.2168118506931913,1.6550840463649221,-0.9564085267648714,-0.5974468117184761,-1.2603158936324785,-0.9161411525087884,-0.08891999860917732,-1.7499567250704882,-0.09808017506487765,-2.6542937639951414,-10264.589911107449
53.48038349060092,57.17287476908065,60.166525196296014,0.18966077457579542,0.18385820921404775,0.15574421617108827,4.6666726835642436e-4,-0.23677311975280624,-0.10576694861386482,-0.06839828981125784,-1.3408820949087383,0.544451156125211,-0.2067219035075567,-0.09646345061134287,-1.2944445194186862,1.7292813654767016,-1.5322142631123938,-0.594000737081867,-1.7386106095396037,-1.2779389922852733,-0.6604724029717151,-1.9181728563589706,0.1585284364569528,-1.74728668359828,-10265.741225930853
53.052428215821536,57.219377009559445,59.493202986607926,0.19405181406655786,0.16635495645539128,0.15287218364898222,-0.04646562870644155,0.025413805982648086,-0.06526205017172693,-0.030524921053834753,-1.6204373797166327,0.6065622136010962,-0.0594014953674602,-0.3482436233100481,-0.8103274319380018,1.7010622912969477,-1.649605112390816,-0.6895918936142742,-1.5294383243551621,-1.7078045238695516,-0.29003550638089415,-2.220875759120784,-0.07719512416708074,-3.48939666038408,-10263.781887368008
52.92559562290891,56.22908845060025,58.78815682121131,0.20236919991012717,0.1741586764837184,0.1500072669567829,-0.05962306633552794,0.04792553230122376,0.012779892539680482,0.13837598592887357,-1.573341941621016,0.6035364062055839,-0.05861008607146889,-0.23738599734232224,-0.9368680667760287,1.7825234085082267,-1.5473647582807102,-0.651208306578468,-1.617730258097004,-1.5228731651303185,-0.37069490869393285,-2.851167214965098,-0.04613564874842879,-2.5408626605988083,-10262.056032056735
52.6260762480824,56.99073961191249,59.06995674140949,0.247705197428777,0.16998392127478176,0.16498579717274423,-0.07160673794676731,-0.24200545187424183,-0.34993826119824956,-0.22136997527247715,-1.442370528765501,0.6317154684759041,-0.2619988995946887,-0.1984120037016961,-1.0433422605412854,1.5926707706575058,-1.3465862736040513,-0.8398684911966505,-2.055286846088442,0.11398263081824656,-0.4347224350249226,-1.7455795869231148,0.0658875637347398,-2.6090592620090156,-10265.219940539972
52.97138694008679,56.7458011701113,59.54139839350376,0.20351050900873147,0.19364003987818076,0.16494529673847644,-0.07442063502735285,-0.15692921424219008,0.075455195270118125,-0.01514510601374841,-1.7544084332561019,0.42921386303939624,-0.2594011255944739,-0.2922512600319349,-1.0609489092161994,1.7259429775316306,-0.9860786368423948,-0.9310417210690733,-2.0600379622012843,-1.2215990955279676,-0.45864263681731465,-2.9483019482554784,-0.09046857082946946,-2.5555559977122453,-10261.1521021558
53.545113447076474,57.47856594584538,60.06834500927162,0.24871966499253365,0.19640227525244844,0.15753161826320258,-0.05290328114364673,-0.19396769669352132,-0.26079100476875716,-0.09196808772570009,-1.3754818260943926,0.32559759249158127,-0.2811263376920703,-0.47064227546014603,-0.8526726114142091,1.5734801896276736,-0.7110944782106774,-0.8048834199144981,-2.4154887155070948,-0.42907196481329457,-0.553710951103974,-2.2511385946917284,-0.28884890158524,-2.8745977829921463,-10263.049686105742
52.29373928452347,56.77762227560681,59.528821715110944,0.17961869354064766,0.16323737645624423,0.16348280735953039,-0.07383965743577914,-0.261503415307609,-0.41683277831336163,-0.11765120021757891,-1.6800004633298893,0.6376810611773012,-0.24963010402937247,-0.11735498817920043,-1.4877616777043592,1.549854878240735,-1.2457405659682763,-0.5898243313869278,-1.5447430496103753,-0.9717136482509119,-0.5523133769772626,-2.4543318188158816,0.27881884293676773,-2.3648635677169763,-10265.169442589793
52.29870109517207,56.21079683315903,58.7366487374522,0.16815528377847702,0.18913177113754925,0.17615669560327724,-0.07077923062545644,0.01104530457870112,-0.2896610418089782,0.2052425229711261,-1.8555119113149066,0.6338326984578391,0.007592875214469608,-0.039740434864762086,-1.3576606596350507,1.9383231813801256,-0.6813104393933251,-1.182408290386995,-1.8260600038766706,-0.6145802251431496,-0.6221397183635382,-1.8705340943560076,0.01037080095934062,-2.3994771072103327,-10270.10899015445
51.583079587688644,57.16152334786809,59.83300451155306,0.1849169348841534,0.1684771463459225,0.1624863560253884,-0.07242672969110053,0.20810531788399267,-0.3467924405857765,-0.06256831742649371,-1.4088950727142882,0.4430323188699674,-0.27060556547271375,-0.2716246111099423,-1.0078036717087202,1.607051457610515,-0.7895790025784599,-0.8358069691540209,-2.192060848563245,-0.7358188895218678,-0.742876941357955,-2.0732818425610566,0.06137883807231859,-2.501961411866238,-10264.942198190725
51.765388018035566,56.329414363950306,59.530234145242986,0.168646232603609,0.1836158551528573,0.15122125468911,-0.10983925885755408,0.11581038416326983,-0.41228858016217007,-0.14342195541115288,-1.7153744129126225,0.43237422377874424,-0.11671927935822612,-0.37892193146556696,-0.9627161737359122,1.6765017292056346,-0.7874199464287255,-0.8207823913957562,-1.9452097806473656,-0.7564180636824034,-0.7576348255610288,-2.189042500399674,0.09588642367738665,-2.967335845116189,-10266.03278648063
51.944202023485786,57.359905232675366,59.34882213437207,0.1782863010164684,0.17586925456608218,0.1490644093743941,-0.07009544554726688,-0.0732598894076073,-0.26943339673503264,-0.28187106836118403,-1.6051774626048534,0.574774964283721,0.06607255584417437,-0.25760942697403166,-0.9858605716657385,1.7457632876956577,-0.7583352995750268,-0.6852232334085855,-1.6039976963779798,-0.47793768506431533,-0.5696420076828161,-2.350682246264648,0.33191840381423443,-3.012486978368644,-10264.135685071251
51.863457483966016,56.20105731375639,57.92027640097652,0.21809710339592786,0.15984408176362838,0.15664798932914167,-0.024174861489078214,0.1639567521603187,0.21171205858239261,0.12156851272905467,-0.9789631178779024,0.8237905481182084,0.17764148563587767,0.2116275732456323,-0.5133132991074749,1.762960582602215,-0.8571496434256503,-0.38878877221236685,-1.711655662565259,-0.4625413737713924,-0.01891906663740972,-2.057734778062843,0.16944250841155029,-1.7989895910820186,-10261.449295002501
52.75411322148873,55.84508781772467,58.53626930897106,0.2046192826907477,0.1613035533778787,0.1535882611527846,-0.0198191524407485,-0.06882030186382426,-0.005607435071769196,0.13214999696017582,-1.2894529820596858,0.6897072850309947,0.1599464184537176,-0.17166353334477868,-0.563670040016218,1.8333329252100796,-0.728260470489368,-0.4475034182740405,-1.6887970948513162,-0.2231903770580388,-0.33126805055583297,-2.403269732698311,0.2878572298656179,-2.48427026957605,-10259.310125013128
50.86144013583534,55.71012024149604,57.83554611531109,0.19608976748890927,0.1655222568904084,0.14638112891746194,-0.0756721485936036,0.2537646392265387,0.34317271003240535,-0.011967332589354562,-1.4097352372252892,0.8625641577711187,-0.20201149577480226,-0.10403809250978568,-0.9585202800592105,2.045792310716278,-1.0817248545154259,-0.5542442665485137,-1.9991440024625096,-0.6891235591541891,-0.17908638653719056,-3.0149242694305753,0.207923318966019,-2.057148159572193,-10267.874530516365
53.31590931841925,57.64389496612571,60.54596203754322,0.18300316828266935,0.17919822836168636,0.14989927399634342,-0.06143236555385023,-0.14707153452036348,-0.39372802125716255,-0.38959655018479733,-1.5376473518890146,0.5111454773635105,-0.4740515314120133,-0.5100428226939515,-1.2940460857196912,1.637931580014829,-0.9980633414412221,-0.9183643231553553,-1.9757459896313412,-0.258577065990961,-0.6455542432028203,-2.7740574763638506,-0.46657863973858404,-2.5680613471911484,-10265.493289097534
53.21984149745288,57.64211625699709,60.21181448268991,0.20097652251972078,0.17690687290587645,0.1549962650060618,-0.0713240078127182,-0.2758338307350341,-0.32623153483882206,-0.2029496295027977,-1.7715224178851385,0.4229759943210274,-0.38107106574563954,-0.4435020132643466,-1.1390805593971187,1.5018152649112482,-0.9565161512705895,-1.0012255678052249,-1.904456191276064,-1.306479900430102,-0.2828325754389045,-1.8523023644072714,-0.22860963030833759,-2.929988327530398,-10260.157188988735
53.16940832203868,57.156426926670164,60.06805149294614,0.19914382255080773,0.17774294470880345,0.15476049582792809,-0.058664914879227315,-0.2554456824113407,-0.24492992346949105,-0.12806543086714584,-1.8544674728177002,0.473916713023975,-0.23932573441674698,-0.43165492503544733,-1.2983926737485971,1.5257225430117867,-0.9541299740123952,-0.9705012954694512,-1.7847284045911915,-1.2468407748321555,-0.3346325170142954,-1.8948606818755085,-0.25548226720943035,-3.0572589233705685,-10260.327392293053
51.104159230198384,55.14097642419101,57.99737204184597,0.21120972195702206,0.15177694114077822,0.14880384710604624,-0.04869876636600967,0.25751739268340934,0.07784992914700695,0.14528154762071832,-1.319982849115362,0.7472696617256211,0.25385424685857494,-0.003030683945991264,-0.9940321211299388,1.9515183780644527,-0.7972266661497143,-0.563656758497654,-1.5422126927874036,-0.25170293572424374,-0.224508171090414,-2.079234171714134,0.22602207226568893,-1.7356631968358096,-10263.080813826096
53.44511245500786,57.272776471933184,60.43810086597393,0.20234616340343675,0.18670759214582303,0.15623555066215364,-0.05143801464571274,-0.39907246540275665,-0.04015036686922535,-0.051769103045224085,-1.4010475197855978,0.3900421365911635,-0.0882933597907023,-0.28414161499999935,-1.1740423741021635,1.6180940011492844,-0.8737875676448112,-0.6174161673331566,-1.6309199392203935,-0.7370929067491616,-0.33554764666964587,-3.77892420668007,0.08803508207365773,-3.7641270935131455,-10267.061962701488
52.69088841057044,57.081823561850506,59.78065710972892,0.2056187457969892,0.18733152844582263,0.1475421684311448,-0.04668007772733329,0.01568094416384813,-0.2930003420078062,-0.3313619168141715,-1.504088629988054,0.46604684022779086,-0.19358009188127312,-0.33814609826306175,-1.0039591939569825,1.7734150837422815,-0.6237947768267862,-0.6095201604303657,-1.934054716191147,-0.3284058616209764,-0.5845537285735976,-3.153582361873447,0.2355337000916915,-3.704068107421418,-10266.744582690959
52.073205637965906,55.60356757999722,58.39423776287484,0.20457641590182737,0.1516531534047481,0.16107879215041546,-0.08125605887973641,-0.016680572181970277,0.07551409706146295,0.17058904069172165,-1.3882709748107036,0.6285881371736064,-0.04448463011693171,0.13428405084183126,-0.8775866269623496,1.8037906930869463,-0.8686474698372955,-0.7078732029656143,-1.669647816409653,-0.8766556404753771,-0.2511155874595712,-1.8085639340880508,-0.06231402445233325,-1.5990641551657059,-10262.953829170694
52.174261931604335,56.46981053367956,58.67326103015914,0.17976868940817878,0.1623129875153657,0.1399426176364675,0.02288352561482121,0.3128267873463262,0.029479032446690034,0.18288704581386384,-0.9965600575799325,0.9290547587257763,0.2889738061238116,-0.18313139286874325,-0.2798996980811639,1.8704768027180805,-1.3364409857905555,-0.23072044783228307,-1.2853674905839618,-0.11519498028453956,-0.15775500801477627,-2.0614811180717374,0.18368034004503464,-3.118808461244862,-10266.784331237537
51.35534825310422,54.52262720575729,57.138433665627055,0.20066747380105307,0.16067236034913498,0.1572029652417764,-0.08857264507834062,0.09913351853695129,0.14840860700480007,0.2773054317478696,-1.6017375140860524,0.8771313231130726,-0.03966865177632961,0.3283604227127812,-0.9904994201243635,1.9114929224823642,-0.321824660336258,-0.4394250177166059,-1.6095647766050911,-0.6597784850333168,-0.16349823107732497,-1.9408600740495698,0.26406861118826175,-2.736901158660563,-10265.343278383276
51.28301755681446,55.625396990022615,58.751273314173204,0.16510352127391772,0.15995403366002012,0.13379462348683527,0.025283296277896827,0.27279465007812576,0.2139370682620969,0.210971777268405,-1.2475197116375414,0.9684345309952089,0.37730347851069546,-0.21370260124787244,-0.34983118265235547,2.0144304447766412,-0.7214156918392813,-0.36467100895898863,-2.4528445593925072,-0.15792770249197208,-0.11034998035278853,-2.0448057906756576,0.30746358448785216,-1.7450799718150423,-10269.589067897035
